8.9000 4.5980 6.8160 
9.1545 4.9976 7.0960 
9.4091 5.3973 7.3760 
9.6636 5.7969 7.6560 
9.9182 6.1965 7.9360 
10.1727 6.5962 8.2160 
10.4273 6.9958 8.4960 
10.6818 7.3955 8.7760 
10.9364 7.7951 9.0560 
11.1909 8.1947 9.3360 
11.4455 8.5944 9.6160 
11.7000 8.9940 9.8960 
